Industry,Category,Brand,reviewText,overall,reviewTime,Sentiment Score,Price,Quality,SalesRank
Clothes,Shoes,Nike,"This remote, for whatever reason, was chosen by Time Warner to replace their previous silver remote, the Time Warner Synergy V RC-U62CP-1.12S.  The actual function of this CLIKR-5 is OK, but the ergonomic design sets back remotes by 20 years.  The buttons are all the same, there's no separation of the number buttons, the volume and channel buttons are the same shape as the other buttons on the remote, and it all adds up to a crappy user experience.  Why would TWC accept this as a replacement?  This remote is virtually impossible to pick up and use without staring at it to make sure where your fingers are.  Heck, you have to feel around just to figure out if you've grabbed it by the top or bottom, since there's no articulation in the body of the thing to tell you which end is up.  Horrible, just horrible design.  I'm skipping this and paying double for a refurbished Synergy V.",3.398461158,994437672,-0.402777862,-0.200285004,0.074010619,3291
Electronics,Iphone,Apple,"While many beginner DVDs try to teach you everything there is to know about Photoshop CS5, this introductory course shows you the critical things you need to know to start feeling confident in your Photoshop skills. Bestselling author and Photoshop trainer, Matt Kloskowski shows you exactly what you need to know about tools, filters, adjustments, palettes, and menu items to hit the ground running in Photoshop. These include: layers and how they're key to mastering Photoshop, selections and the essential tools you really need to worry about, getting started with Camera Raw and which Retouching tools you'll find the most helpful. When you're done with this DVD you'll have a solid grasp of the most important features and be at the next level in no time.",4.359166975,1015576712,-0.235364209,0.154261554,-0.328383331,4253
Electronics,Ipad,Apple,"While many beginner DVDs try to teach you everything there is to know about Photoshop CS5, this introductory course shows you the critical things you need to know to start feeling confident in your Photoshop skills. Bestselling author and Photoshop trainer, Matt Kloskowski shows you exactly what you need to know about tools, filters, adjustments, palettes, and menu items to hit the ground running in Photoshop. These include: layers and how they're key to mastering Photoshop, selections and the essential tools you really need to worry about, getting started with Camera Raw and which Retouching tools you'll find the most helpful. When you're done with this DVD you'll have a solid grasp of the most important features and be at the next level in no time.",2.417203541,942000933,0.248601707,-0.238409643,0.147092303,7367
Clothes,Socks,Adidas,"This remote, for whatever reason, was chosen by Time Warner to replace their previous silver remote, the Time Warner Synergy V RC-U62CP-1.12S.  The actual function of this CLIKR-5 is OK, but the ergonomic design sets back remotes by 20 years.  The buttons are all the same, there's no separation of the number buttons, the volume and channel buttons are the same shape as the other buttons on the remote, and it all adds up to a crappy user experience.  Why would TWC accept this as a replacement?  This remote is virtually impossible to pick up and use without staring at it to make sure where your fingers are.  Heck, you have to feel around just to figure out if you've grabbed it by the top or bottom, since there's no articulation in the body of the thing to tell you which end is up.  Horrible, just horrible design.  I'm skipping this and paying double for a refurbished Synergy V.",0.010392577,1108580043,0.482000951,-0.198403956,-0.354584845,7043
Electronics,Iphone,Nike,Do not waste your money on this thing it is terrible i boutght this product for my son and when i put in phone numbers for him to remember or the date and  it would always reset then i would have to do it all over again i couldn't do anything about it it was getting very frustrating so we just threw it away DO NOT Absolutely DO NOT SPEND YOUR MONEY ON THIS,0.807860297,1409747515,0.466804425,-0.207464505,-0.07198403,8264
Clothes,Shoes,Adidas,"We had an old Time Warner Cable remote that was dropped into a bucket of dirty mop water.  We dried it out and it seemed to work ""fine"" except for the few times one of the batteries began to sizzle and smoke and became hotter than anything I had ever felt before and literally burned a hole in our couch upholstery.  Needless to say, this remote, the CLIKR-5, is awesome, easily programmed, and works perfectly with our TWC equipment and all the other A/V components.  I love this remote... great product.  (Probably goes without saying, but just in case, you don't get the TWC logo on it.)",0.746988802,861253241,-0.256187284,-0.301686984,-0.025041951,2288
Electronics,Notebook,Apple,"This remote, for whatever reason, was chosen by Time Warner to replace their previous silver remote, the Time Warner Synergy V RC-U62CP-1.12S.  The actual function of this CLIKR-5 is OK, but the ergonomic design sets back remotes by 20 years.  The buttons are all the same, there's no separation of the number buttons, the volume and channel buttons are the same shape as the other buttons on the remote, and it all adds up to a crappy user experience.  Why would TWC accept this as a replacement?  This remote is virtually impossible to pick up and use without staring at it to make sure where your fingers are.  Heck, you have to feel around just to figure out if you've grabbed it by the top or bottom, since there's no articulation in the body of the thing to tell you which end is up.  Horrible, just horrible design.  I'm skipping this and paying double for a refurbished Synergy V.",3.087276251,1098471310,0.393383652,0.333440357,0.034472587,3634
Clothes,Tshirt,Nike,"This remote, for whatever reason, was chosen by Time Warner to replace their previous silver remote, the Time Warner Synergy V RC-U62CP-1.12S.  The actual function of this CLIKR-5 is OK, but the ergonomic design sets back remotes by 20 years.  The buttons are all the same, there's no separation of the number buttons, the volume and channel buttons are the same shape as the other buttons on the remote, and it all adds up to a crappy user experience.  Why would TWC accept this as a replacement?  This remote is virtually impossible to pick up and use without staring at it to make sure where your fingers are.  Heck, you have to feel around just to figure out if you've grabbed it by the top or bottom, since there's no articulation in the body of the thing to tell you which end is up.  Horrible, just horrible design.  I'm skipping this and paying double for a refurbished Synergy V.",1.801321138,1080051457,0.073801253,0.100293805,0.269359749,8967
Clothes,Shoes,Puma,Do not waste your money on this thing it is terrible i boutght this product for my son and when i put in phone numbers for him to remember or the date and  it would always reset then i would have to do it all over again i couldn't do anything about it it was getting very frustrating so we just threw it away DO NOT Absolutely DO NOT SPEND YOUR MONEY ON THIS,0.196859762,936824951,-0.078607385,-0.160396566,-0.409113833,9822
Electronics,Notebook,Samsung,Some of the functions did not work properly.  My daughter bought this with her own money and was disappointed that it did not function as advertised.,2.109082546,1260090080,-0.266691298,-0.023300465,-0.439108885,6403
Beauty,Perfume,Adidas,"This remote, for whatever reason, was chosen by Time Warner to replace their previous silver remote, the Time Warner Synergy V RC-U62CP-1.12S.  The actual function of this CLIKR-5 is OK, but the ergonomic design sets back remotes by 20 years.  The buttons are all the same, there's no separation of the number buttons, the volume and channel buttons are the same shape as the other buttons on the remote, and it all adds up to a crappy user experience.  Why would TWC accept this as a replacement?  This remote is virtually impossible to pick up and use without staring at it to make sure where your fingers are.  Heck, you have to feel around just to figure out if you've grabbed it by the top or bottom, since there's no articulation in the body of the thing to tell you which end is up.  Horrible, just horrible design.  I'm skipping this and paying double for a refurbished Synergy V.",1.325686496,1240224336,-0.466401,0.331483448,-0.489386438,2986
Electronics,Notebook,Apple,Dog got the old remote and destroyed it.  Didn't feel like explaining to the folks at the Time Warner Cable office what happened.  Saw the price on Amazon for this one and chose the low hassle option.  It works perfectly.  Price was right.,1.982005861,843181531,-0.383572426,-0.352534428,-0.311305591,8787
Clothes,Socks,Adidas,Some of the functions did not work properly.  My daughter bought this with her own money and was disappointed that it did not function as advertised.,3.199974262,1124184143,-0.303246261,0.243879817,0.470838412,9664
Clothes,Socks,Nike,"While many beginner DVDs try to teach you everything there is to know about Photoshop CS5, this introductory course shows you the critical things you need to know to start feeling confident in your Photoshop skills. Bestselling author and Photoshop trainer, Matt Kloskowski shows you exactly what you need to know about tools, filters, adjustments, palettes, and menu items to hit the ground running in Photoshop. These include: layers and how they're key to mastering Photoshop, selections and the essential tools you really need to worry about, getting started with Camera Raw and which Retouching tools you'll find the most helpful. When you're done with this DVD you'll have a solid grasp of the most important features and be at the next level in no time.",0.285137027,1426722787,-0.34532715,0.148977167,-0.129634528,1108
Electronics,Notebook,Samsung,"While many beginner DVDs try to teach you everything there is to know about Photoshop CS5, this introductory course shows you the critical things you need to know to start feeling confident in your Photoshop skills. Bestselling author and Photoshop trainer, Matt Kloskowski shows you exactly what you need to know about tools, filters, adjustments, palettes, and menu items to hit the ground running in Photoshop. These include: layers and how they're key to mastering Photoshop, selections and the essential tools you really need to worry about, getting started with Camera Raw and which Retouching tools you'll find the most helpful. When you're done with this DVD you'll have a solid grasp of the most important features and be at the next level in no time.",2.279020825,1011557753,0.238133788,0.295795925,0.287000328,9609
